feature,VIF
Kills_pm,1.9937537609414098
Deaths_pm,3.128190324363631
Assists_pm,1.3892573314511458
CS_pm,1.8088891845606423
DamageTaken_pm,1.665037741774237
VisionScore_pm,1.4943321047999947
WardsKilled_pm,1.2652302399963236
TurretKills_pm,1.7831441462850437
InhibitorKills_pm,1.1857683066358504
